y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
-0.328,-0.277,0.86,1.092,0.446,-0.055,0.174,0.739,1.082,0.051,-0.707,0.448,-0.434,-0.999,2.18,0.225,0.923,0.843,1.079,-0.112,1.518,0.807,1.165,0.675,0.717,-0.385,0.583,0.318,-1.673,0.238,-0.162,-1.591,-0.093,-0.425,-0.294,0.048,-0.07
1.818,0.395,1.253,0.615,-0.286,0.636,0.06,-0.077,3.683,0.668,0.1,1.072,1.212,1.299,0.904,1.112,0.364,0.89,2.765,0.255,0.089,0.197,-1.617,-1.093,-1.562,-1.14,-0.595,-2.337,-1.416,-0.208,1.343,0.786,0.161,1.317,-1.096,-0.901,0.273
0.266,-0.63,-1.384,0.12,0.37,-0.164,-0.363,-0.041,-1.806,-1.354,0.255,0.455,-1.272,-0.935,0.013,-0.605,0.054,-2.06,-4.535,-0.142,-0.936,0.026,-2.146,-1.319,-1.553,2.042,-0.079,-0.635,-1.753,-1.149,-0.004,-0.175,-0.749,-0.221,-1.33,1.205,-0.082
-0.43,0.285,-0.553,-1.283,-0.296,0.131,-0.024,-1.322,0.176,-1.1,-1.671,-0.246,-1.022,-0.091,-0.122,1.67,0.76,5.367,0.818,-0.029,0.363,-0.032,0.641,0.332,-1.66,-0.482,-0.279,1.643,0.004,1.086,0.31,-0.026,-1.707,-1.303,-0.42,1.423,0.19
-0.144,0.915,-0.143,0.012,0.174,0.061,1.979,0.635,1.681,3.033,-0.888,-1.265,-0.621,0.357,-1.119,-4.311,0.14,3.24,0.301,0.26,0.233,-0.632,-0.452,-1.521,0.293,0.604,-2.255,-0.527,-0.296,2.095,0.11,0.604,0.023,1.35,-0.242,0.046,0.573
0.793,0.694,-0.706,-0.012,0.139,-0.688,0.071,-0.549,2.918,0.237,-0.999,-1.005,-1.651,-1.965,0.503,-0.423,-0.133,-2.415,3.268,0.274,-0.562,-0.775,1.26,1.251,0.548,1.053,0.231,-0.456,1.282,0.329,0.099,1.061,1.612,-0.221,1.639,1.172,0.457
0.407,-0.05,1.429,-0.191,0.696,0.562,0.682,2.763,1.501,1.164,0.01,-0.069,0.008,0.137,-1.49,1.947,0.288,0.98,-4.05,0.222,0.6,-1.586,0.726,0.541,0.302,0.316,-1.014,1.45,0.418,2.434,1.252,1.83,-0.601,0.812,-0.378,1.348,0.178
-0.876,1.182,-1.136,0.696,0.008,0.721,-0.022,1.608,2.731,0.102,0.885,0.978,1.463,0.59,0.799,2.845,0.699,7.408,-1.418,0.296,1.021,-1.576,0.298,1.301,0.326,-0.462,1.061,1.61,1.153,-0.537,0.975,-0.232,-0.072,0.681,0.17,0.993,1.241
-2.408,-1.306,0.33,-0.358,-1.684,-1.489,-3.06,-4.171,-4.146,-1.821,-2.964,-2.131,-2.316,-3.168,-4.995,-0.994,-0.928,-6.13,-3.822,-0.14,-1.396,0.589,0.354,-0.775,1.284,0.135,-1.486,-1.275,-0.05,0.426,0.098,-1.595,-0.649,-0.462,-1.42,-0.296,-0.286
-0.127,0.397,-1.164,0.219,-0.795,-0.088,-1.139,-1.663,0.932,-0.39,2.457,0.763,1.191,2.372,1.659,5.225,0.6,1.875,5.597,-0.155,1.735,1.155,1.665,-0.14,2.247,2.151,2.456,-0.088,-0.351,-0.883,-1.083,-2.177,1.581,-0.247,0.757,1.188,1.616
0.646,1.201,2.04,1.713,0.095,0.915,0.079,-1.162,1.388,-0.565,0.633,0.926,-0.93,0.739,1.039,-0.158,-0.145,-2.405,1.543,0.044,1.567,0.761,2.032,0.891,1.898,2.411,1.633,2.215,0.934,2.37,-0.062,0.979,0.961,0.864,1.639,1.384,1.114
0.55,-0.529,-1.509,-1.506,-0.278,-1.807,-1.802,-0.576,1.188,0.048,-0.435,1.487,-0.812,0.408,1.269,1.856,0.48,-2.043,3.5,0.088,1.592,1.023,2.581,1.411,1.871,0.499,1.893,0.76,0.469,0.315,1.439,1.2,-0.158,0.679,2.329,0.79,-0.135
2.895,1.469,1.807,2.866,0.933,2.491,2.082,0.458,1.551,-0.867,1.075,1.906,-0.8,-0.052,-1.356,2.894,0.426,2.396,3.383,0.232,-0.154,0.956,0.885,-0.549,1.652,1.492,-0.795,-1.486,0.697,-1.737,0.972,0.749,2.797,0.687,0.02,0.36,0.54
0.699,-0.463,-0.012,0.031,0.728,-1.163,-1.639,-0.186,-1.212,1.403,-0.285,0.823,0.64,0.683,-0.782,1.22,0.376,-4.176,-1.986,-0.052,-0.229,0.58,-0.516,-0.13,0.761,-0.819,-1.164,0.331,1.048,1.806,0.965,-0.098,0.194,-0.35,1.315,-0.615,0.6
0.966,-0.414,0.828,0.756,0.652,0.726,0.168,1.85,0.543,1.389,-0.016,0.814,1.062,-0.196,-1.722,-0.728,0.083,-2.607,0.272,0.079,-0.513,-0.343,1.442,-1.353,-0.466,-0.442,0.355,-0.921,-0.249,1.993,2.114,2.097,1.81,0.921,-0.635,1.267,1.783
0.994,1.286,-0.03,0.394,-0.793,-0.567,-0.061,-1.47,-2.204,-0.176,0.778,0.288,1.125,0.576,1.939,-3.513,-0.012,-0.304,2.429,0.246,0.657,0.442,-0.774,-0.52,0.611,0.995,0.19,-2.018,-2.427,0.245,-0.581,-0.61,-0.726,0.22,-1.592,-0.464,0.201
-0.028,-0.176,1.627,-0.953,0.036,0.915,-1.383,-0.12,-1.4,-0.656,-0.334,0.269,0.111,-0.136,-0.803,-0.292,-0.306,4.611,-1.807,-0.101,-1.241,0.089,-1.486,0.188,-1.181,-1.032,-0.93,0.358,-1.328,0.528,-0.973,-0.186,1.242,-0.164,1.097,0.758,0.758
-0.6,0.742,1.428,1.334,0.816,-0.378,0.702,1.103,-0.373,0.629,-0.717,-0.296,-0.125,1.623,-0.76,1.578,-0.117,4.686,-2.615,0.074,0.547,1.237,0.092,0.67,-0.576,0.363,-0.018,-1.194,2.957,0.554,0.824,0.378,-0.678,0.407,-0.14,-0.806,-1.369
-0.02,0.87,0.104,0.432,1.398,1.677,0.727,1.351,1.769,-0.274,1.192,0.611,-0.178,-1.162,-1.824,4.091,0.471,3.428,4.978,0.148,1.398,-1.399,1.234,2.634,1.906,1.288,-0.592,0.32,-1.224,0.273,0.785,-0.109,0.555,-0.106,1.196,-1.397,-1.812
-0.247,0.108,0.447,-1.198,-0.141,-0.295,-0.273,-0.345,-2.355,0.097,-2.055,-2.079,-0.982,-1.295,0.071,1.246,-0.588,-3.46,1.287,-0.058,-0.161,-2.231,-0.354,0.775,-0.55,-1.771,2.36,-1.14,-1.172,-1.108,0.946,-0.254,-2.333,1.977,0.906,0.414,-0.948
-0.65,-1.611,-1.282,-0.717,0.492,-1.781,-2.832,0.281,-1.883,-0.58,0.557,0.29,0.905,0.429,-2.251,2.132,-0.681,-3.834,-3.016,-0.052,-0.785,1.662,1.738,-0.359,0.562,-1.402,-0.779,0.961,1.897,0.697,0.385,-0.144,-2.295,0.197,0.811,-0.215,0.966
1.246,0.608,1.654,1.153,0.645,1.187,0.661,0.771,1.35,0.842,-0.617,-0.069,-2.38,-0.208,-1.599,-2.282,-0.184,0.967,-1.767,-0.143,-1.567,0.433,-1.615,0.687,0.021,0.574,1.767,0.089,0.836,-0.216,-0.252,1.117,2.283,-0.595,0.947,0.52,0.535
-1.021,-0.416,-2.242,-0.718,0.396,-1.283,-1.699,0.054,-0.701,0.641,-0.779,-1.888,-0.382,-0.692,-1.345,-0.886,-0.663,2.595,-1.762,0.071,-0.534,-1.116,-0.162,-0.612,0.756,-1.189,-1.027,-2.588,-0.733,0.013,0.466,1.485,-1.672,-0.411,-0.916,-0.677,-1.283
0.938,-0.147,1.409,0.904,1.335,1.146,2.396,0.734,1.221,1.702,0.611,0.679,2.194,0.481,0.712,0.904,0.879,2.153,-0.441,-0.088,2.144,1.334,-0.455,2.345,0.298,1.366,1.565,2.6,2.937,2.538,1.209,0.528,0.162,2.284,4.188,-0.167,0.228
-0.849,-0.317,-0.008,-0.111,0.022,-2.39,-1.386,-1.754,-0.551,-0.007,0.672,0.169,1.705,0.692,1,3.973,0.369,2.937,-3.433,0.297,0.376,0.281,0.715,1.664,0.525,0.343,1.572,0.079,-0.875,-0.698,1.262,-0.073,-1.579,-1.639,0.366,-0.646,-1.563
1.901,1.038,1.801,0.41,1.488,0.581,2.846,0.504,4.398,1.073,1.138,0.637,0.687,-0.162,0.712,3.067,1.788,4.713,9.353,0.122,0.447,2.033,2.65,1.2,0.253,2.899,-0.421,2.122,-0.024,-0.066,0.192,0.674,0.894,0.813,1.483,0.363,2.385
0.457,1.517,0.103,1.698,0.418,0.327,0.525,-0.609,-0.101,1.428,0.519,-0.123,0.153,-0.225,1.803,1.85,0.202,4.257,-3.013,0.121,-0.216,0.675,1.252,1.019,1.153,0.44,0.991,0.949,3.278,3.215,1.944,0.934,2.056,0.758,0.686,-0.139,2.549
-0.671,-1.259,-0.616,-1.686,-0.779,-0.924,1.222,0.198,-1.362,-2.863,1.791,1.315,1.182,2.085,1.08,-2.937,-0.441,-4.105,-4.209,-0.199,-1.307,-0.248,-1.01,0.325,-1.272,1.099,-0.72,-0.689,-1.745,0.314,-1.684,-1.801,0.273,0.086,0.374,0.282,-0.685
0.909,1.447,1.4,1.523,1.55,1.571,1.194,1.881,1.632,0.801,1.344,0.484,0.798,0.533,3.219,1.951,2.015,3.132,8.775,0.217,1.442,0.898,0.265,0.772,0.301,1.038,0.448,0.943,0.239,1.39,0.919,0.486,0.866,0.417,2.076,1.084,-0.303
-0.598,-0.528,-0.431,-0.124,-0.194,-1.599,0.065,-1.139,-1.096,0.239,0.935,1.386,1.61,0.638,0.611,-3.213,0.727,2.992,7.55,-0.003,0.702,2.361,0.401,0.478,0.873,1.801,1.137,1.633,3.825,1.517,1.594,1.974,-0.836,-0.013,0.344,0.982,0.502
-0.898,-0.963,-0.107,-0.846,-0.817,0.29,-1.938,-0.263,-2.081,0.155,-0.151,-0.233,0.311,0.463,-1.621,-2.772,-0.824,-3.482,-1.149,-0.07,-1.766,-2.318,-1.431,-0.191,-0.925,-3.003,0.908,0.333,-2.073,0.018,-1.681,0.74,0.233,0.063,-3.51,-2.17,0.036
1.08,-0.273,-0.018,1.873,-0.594,-1.503,0.562,2.752,1.042,0.475,1.214,1.807,0.017,0.489,4.116,2.409,-0.1,1.925,3.248,0.127,0.455,-1.11,0.293,1.257,0.564,-0.521,1.093,-1.633,0.767,-0.165,-0.345,0.251,-2.095,0.232,-0.835,-2.174,-2.341
1.653,0.348,0.807,1.094,0.313,1.365,1.886,3.457,0.068,2.676,0.42,1.383,1.211,1.238,-1.761,2.997,0.578,3.065,0.4,0.091,1.36,1.013,2.125,-0.19,1.995,0.892,0.715,0.374,0.715,1.96,0.516,-0.48,0.117,-0.139,-0.064,-0.166,0.49
0.789,0.855,-0.673,0.645,-1.064,0.703,0.087,2.018,1.346,-0.01,0.421,-0.102,-0.272,-0.901,-0.386,1.695,-0.309,2.517,1.992,-0.204,-1.888,0.994,0.078,0.177,-0.455,-0.416,-0.842,-1.332,-0.331,0.281,-0.173,-1.306,1.91,-1.009,0.862,-1.085,-0.208
0.791,1.729,0.396,0.801,0.044,1.461,0.769,0.952,0.235,-0.254,1.043,1.456,0.269,-0.004,2.379,1.12,0.448,-0.205,-2.242,0.231,0.716,1.529,1.231,0.971,-0.22,0.029,0.493,-1.116,0.763,-1.37,-1.19,-0.34,-0.155,0.141,-0.367,-0.657,0.356
-0.1,0.468,0.105,-0.278,0.14,-0.412,0.08,2.749,-0.259,0.602,-0.821,0.209,-0.22,0.032,0.791,4.855,-0.28,2.374,3.415,0.193,2.829,0.904,1.691,-1.384,0.368,1.637,0.473,1.265,0.991,0.734,-0.127,-1.345,1.255,1.013,-0.605,1.18,0.037
-0.919,-0.41,-0.741,0.063,0.245,-0.304,0.038,-0.943,-0.062,-1.969,-1.004,-1.374,-0.43,1.342,0.655,1.702,-0.321,-2.489,-1.648,0.023,-0.941,-0.198,0.189,0.364,0.426,1.024,0.25,0.04,1.532,1.319,0.753,1.818,1.183,0.045,0.56,-1.074,0.201
1.079,-0.738,-0.217,-1.405,-0.963,-1.176,-2.143,0.674,0.047,-1.458,-1.649,-1.358,-0.173,-0.258,-1.18,-3.596,0.29,-4.556,-4.512,-0.25,-0.111,-0.24,-1.217,0.729,-1.029,0.484,0.14,-0.797,-3.433,-2.138,0.151,-0.327,0.498,0.357,-0.989,-0.519,0.554
-0.038,-0.637,0.112,-0.308,-0.383,0.675,1.307,0.483,1.574,-0.796,-1.198,-0.1,0.374,-0.273,-4.018,-2.824,0.497,2.838,-0.525,-0.029,-1.031,-1.385,-2.127,-0.584,-2.972,-1.152,-1.124,-2.312,-0.331,-1.873,-2.658,0.62,-1.485,-0.541,-0.858,-1.932,-0.877
-0.062,0.734,0.226,1.179,1.079,0.342,1.048,0.305,-0.467,0.46,-1.83,-0.538,1.498,-0.918,-1.084,-1.718,-1.016,-1.74,-1.293,-0.016,-0.966,-0.1,-1.701,-1.333,-0.808,-2.843,-2.004,0.021,-3.599,-1.667,0.023,-0.86,-0.664,-1.28,-1.666,0.916,-0.761
0.14,0.086,-0.348,0.079,-0.072,0.316,-0.349,-0.855,-0.252,1.558,-0.792,1.168,0.273,1.168,-0.378,-0.034,0.007,1.605,2.225,-0.047,1.359,-0.469,-1.063,0.809,-0.315,1.023,0.693,-1.232,-0.656,-0.75,-0.194,-0.544,0.182,1.247,0.172,0.067,1.587
-0.288,0.929,2.091,1.293,1.051,1.127,1.804,1.482,1.326,2.094,0,0.295,0.486,-0.392,0.922,-1.255,0.354,0.108,-0.982,-0.135,0.894,1.679,0.169,2.214,0.141,-0.344,0.795,0.594,0.16,0.505,0.899,0.373,0.416,-0.006,-0.592,1.433,0.494
0.816,0.257,-0.683,-1.688,-1.995,-0.955,-0.398,-2.595,0.871,1.131,0.733,-0.891,0.184,-1.964,-1.184,2.66,0.023,2.789,-1.758,0.181,1.055,0.062,-1.11,0.117,1.05,-0.32,-0.034,0.992,0.895,0.106,-0.333,-1.066,0.389,-0.105,1.657,1.179,-0.549
-1.376,0.856,-0.846,0.232,1.216,-0.778,-0.811,-0.387,0.681,0.338,-0.412,-0.2,-1.839,-0.619,-1.902,-3.222,-0.464,-5.255,0.722,-0.286,-1.61,0.6,1.622,-0.189,1.463,0.895,0.249,-2.313,1.522,0.56,0.045,-0.142,-0.37,0.412,0.622,1.658,-1.48
-1.704,-1.777,-1.803,-0.012,-2.857,-2.552,-2.554,-2.718,-2.152,-3.038,-1.657,-2.509,-2.4,-2.592,-2.288,-4.352,-0.912,-5.678,-7.818,-0.047,-0.845,-0.781,-1.857,-0.425,-1.483,-2.749,0.731,0.836,-0.94,-1.206,-0.321,-0.297,-2.849,-1.509,-0.051,-2.009,-2.726
0.295,-0.251,-0.383,-0.285,-0.774,-0.984,-0.792,-1.893,-0.315,1.05,-0.314,-0.401,-0.998,-0.402,-2.263,-2.733,-0.549,0.728,-7.384,-0.127,-1.148,-0.376,-0.974,0.89,0.055,-1.172,1.635,0.367,-0.611,0.721,0.776,-2.031,-2.416,-1.48,0.778,-0.094,-2.149
0.043,-1.321,0.202,0.466,0.254,-0.527,-0.527,1.685,-1.123,-2.265,-1.114,-0.678,-1.166,0.046,0.522,-1.746,-0.912,-2.823,2.763,-0.145,0.098,1.197,-0.232,-1.759,-0.29,0.084,1.231,-0.478,-0.735,-1.515,-1.09,-1.13,1.078,0.48,-0.136,0.746,0.126
1.196,0.258,1.02,-0.089,-0.81,0.12,-0.98,0.327,-0.017,0.239,-0.621,-1.463,-1.229,-2.067,0.501,-2.985,0.069,1.919,-3.163,-0.14,-1.502,-0.258,0.357,0.349,-0.444,0.875,1.315,0.757,-0.325,-0.677,0.662,1.243,0.101,-0.27,0.459,0.239,0.427
-1.887,-0.797,-0.015,-0.054,-1.482,-2.383,-0.832,-0.169,-0.418,-1.387,-0.419,-0.825,-0.59,0.803,-1.979,-3.083,-0.088,0.824,0.001,-0.386,-1.545,-0.856,-1.203,1.746,-1.826,-0.814,1.492,1.053,-0.151,-0.472,-0.633,0.423,-0.822,-0.001,-1.379,-0.577,-0.071
0.849,0.551,-0.75,-0.869,-0.44,-0.292,0.376,-0.958,0.264,-0.825,-1.125,0.026,-0.924,-1.888,0.357,-2.716,-0.144,2.135,0.197,0.131,0.386,-1.274,-1.184,0.728,-2.213,-1.559,-0.595,-1.255,-2.294,-1.344,-1.636,-0.119,-0.379,-0.675,-0.426,-0.698,0.756
0.32,-0.987,0.979,0.397,0.742,0.226,-0.492,0.029,1.255,0.315,0.101,0.096,0.286,0.123,0.612,-2.443,0.036,-1.279,-7.048,-0.15,-1.315,-1.65,-0.804,-0.848,-0.102,-1.042,-0.073,0.817,1.058,1.554,1.739,0.399,-0.875,-0.523,-1.884,-1.002,-0.868
2.113,0.555,2.656,0.933,0.639,0.841,1.973,2.021,0.643,-0.075,1.144,0.583,1.589,1.262,0.286,2.067,-0.557,-4.904,4.969,0.177,2.253,1.351,0.221,2.331,0.473,0.931,4.656,0.063,-0.883,-0.411,-0.361,-1.314,1.835,2.451,1.234,1.047,1.393
-1.364,-2.494,-0.711,0.675,-1.605,-0.606,0.06,-3.232,-2.234,-1.858,-1.318,-0.448,-0.87,-0.052,-1.084,0.28,-1.147,2.204,-4.668,0.012,0.665,-3.722,-1.619,0.332,-1.502,-0.987,-0.75,-1.63,-2.22,-0.905,-1.539,0.86,-0.093,-0.491,0.435,-2.594,-0.992
0.152,0.271,0.978,-0.737,-0.774,-0.476,-0.76,1.322,1.542,-0.154,0.81,0.724,1.386,3.404,1.164,-1.21,0.235,-1.108,7.702,0.091,-0.719,1.692,0.89,2.283,-0.358,0.444,2.184,-0.648,-1.855,-0.671,-0.853,-0.57,-0.651,0.837,0.192,0.148,-0.926
-1.455,1.085,-0.583,-0.109,-0.239,-0.103,0.909,-0.977,-0.593,-0.796,-0.541,0.089,-1.552,0.378,0.517,-3.617,-0.189,-4.265,-0.865,-0.272,-0.887,-0.312,0.105,0.469,0.339,0.302,0.225,0.902,-1.059,0.406,1.45,-1.731,-0.922,-0.857,0.804,-1.891,-2.056
0.552,2.414,-1.024,-0.126,0.257,-2.144,-0.462,0.528,0.49,2.205,-0.942,0.34,-0.552,-0.788,0.95,1.412,-0.193,-2.581,-0.936,-0.143,-0.177,0.532,-0.475,-0.086,-0.243,0.213,-2.358,0.766,1.44,0.668,2.032,0.206,0.44,0.304,-0.224,0.092,-0.63
-0.576,0.794,-0.264,0.363,0.873,-0.662,0.032,-1.273,0.821,-0.075,-0.287,-0.64,-0.426,-1.077,-1.954,-0.891,-1.016,1.747,-1.276,-0.143,-1.924,-1.782,-0.897,-0.776,-0.678,-2.045,-0.605,-1.474,-0.509,-0.1,0.465,0.008,0.894,-1.532,2.361,-0.254,-1.14
1.796,1.359,-0.058,1.009,1.47,1.367,0.67,1.439,-0.96,1.202,0.327,-0.196,1.774,0.826,0.212,-0.334,0.3,-0.316,-6.451,0.417,-0.584,1.747,2.094,-0.507,-0.889,-0.871,-0.859,0.083,2.122,1.688,0.629,0.454,-1.144,0.83,-1.001,-1.513,4.088
-2.157,0.572,-1.533,-0.861,-0.61,-2.637,0.107,1.149,0.506,-2.42,0.691,0.498,-0.399,0.116,-0.813,0.789,-0.537,-5.033,-2.761,-0.328,0.145,1.248,0.692,0.78,0.009,1.117,-1.54,1.007,0.427,0.897,-0.051,1.333,2.355,0.786,1.535,-0.633,-0.604
1.863,1.769,1.606,1.531,1.84,1.528,1.723,3.303,1.005,2.094,1.012,1.215,2.717,1.417,1.432,1.444,-0.113,-0.271,-0.88,0.11,0.594,-0.109,-0.725,-2.625,-2.572,-0.039,-0.7,0.181,0.846,0.643,0.267,-0.944,0.621,-0.575,-1.54,0.049,-0.148
-0.049,-0.574,1.889,1.264,0.683,1.541,1.107,1.057,1.192,1.684,-0.858,-1.133,-0.387,-0.889,1.285,4.515,0.113,-4.002,7.913,0.267,2.719,0.846,1.158,-0.258,1.726,1.249,0.063,1.994,0.223,-0.38,1.558,0.186,1.913,1.153,3.192,1.632,-0.662
-2.329,0.459,-1.722,-0.577,0.502,1.441,-0.352,-0.431,-0.412,0.643,-0.672,-1.874,-0.876,-2.198,-1.581,-3.945,-0.699,-3.458,-4.478,-0.088,0.065,-1.555,-1.387,0.977,-0.604,-1.581,0.378,-0.831,-1.112,-0.719,0.079,0.38,0.473,-1.101,0.154,-1.014,-0.383
-0.528,-0.654,-0.052,-0.701,-0.342,-0.671,-0.917,-1.541,0.095,-1.093,-0.08,0.157,-0.37,-1.569,-2.191,-4.274,-0.656,-2.214,-7.702,-0.104,-1.113,-1.71,0.275,-1.489,-2.722,-2.485,-2.219,-1.998,-0.245,-2.37,-1.841,-1.161,-1.699,-0.884,-2.189,-1.02,-1.355
-1.664,-0.948,0.136,-1.179,-0.512,-2.103,-0.591,-2.695,-0.347,-1.807,1.191,1.373,1.192,0.515,-3.485,0.265,-0.698,-2.227,2.675,0.065,-0.538,0.747,1.894,1.193,-0.202,0.378,-1.844,0.422,2.765,-1.569,-0.222,0.248,-0.563,-0.099,-1.065,0.566,-1.696
-0.26,-0.276,-0.408,0.018,-0.487,-0.377,-0.174,0.275,-0.866,-1.69,-0.483,-0.212,-0.199,-1.394,0.173,1.105,-0.846,-1.205,-2.496,-0.212,-1.824,0.273,-1.986,-1.484,-1.378,-1.786,-2.077,-1.581,-1.764,-0.544,-1.752,0.158,0.424,-1.324,-0.366,-1.187,-1.544
0.426,0.427,0.761,-0.101,0.517,1.061,0.391,2.415,0.525,2.147,0.504,0.999,1.178,-0.916,1.227,1.367,0.001,1.034,-0.446,-0.193,0.125,-1.971,-1.026,-0.119,-1.374,-1.287,0.035,-1.89,1.866,-1.253,-0.557,-0.484,0.896,-0.964,-1.196,0.473,0.995
0.741,-0.075,1.584,1.249,0.182,-0.715,0.595,0.121,-0.201,0.751,0.934,0.804,0.206,1.137,-1.137,-2.902,0.077,2.334,-2.458,0.109,-1.233,0.84,-0.755,-1.107,0.164,-0.969,-0.896,-0.037,-2.022,0.27,-0.226,-0.229,-0.25,-0.501,-2.336,1.096,1.328
-0.666,-0.426,-2.195,0.691,-2.032,-1.753,-1.136,-1.204,-1.901,-1.079,1.458,1.896,1.087,-0.925,0.157,0.11,0.431,-2.924,-1.785,-0.229,0.823,-0.309,-0.42,2.374,0.1,-1.467,1.689,0.574,-1.283,-0.283,-0.58,-1.339,-2.203,-1.878,-2.81,0.057,0.896
1.443,1.555,1.15,1.612,1.65,2.963,1.238,2.569,2.165,1.711,0.636,0.832,0.186,-0.56,-1.365,0.915,0.184,-0.529,0.708,0.059,0.375,0.733,-1.424,-1.383,-0.806,-0.078,-1.652,1.946,-0.59,1.122,-0.142,0.175,0.26,0.816,1.039,1.34,3.025
-0.242,0.276,0.531,0.886,0.488,1.202,2.179,0.839,2.67,0.376,1.32,0.261,-0.468,0.979,0.548,2.054,0.258,3.732,-1.556,0.077,0.426,1.689,1.867,0.559,1.063,-0.123,-0.284,1.417,0.853,0.892,0.927,2.726,1.559,0.547,-0.025,0.402,1.595
-0.575,-0.709,-1.67,-2.215,-0.369,-1.558,-2.1,-0.956,-1.263,-1.583,0.887,0.891,0.364,0.529,2.44,0.747,0.209,1.893,-2.2,0.089,1.177,-0.515,0.708,-0.296,-0.05,-0.577,0.654,0.295,0.995,-0.177,-0.364,-0.089,-1.991,0.923,-1.029,0.599,-0.089
-0.514,0.253,-0.608,-1.15,-0.14,-0.057,-0.051,-0.835,-2.368,-0.474,-0.153,-0.726,-0.213,0.376,0.01,1.602,0.24,5.921,3.466,-0.18,1.53,-1.505,0.224,-2.332,-0.887,-0.791,-1.435,1.409,1.324,-0.168,-0.201,0.399,0.694,-0.893,-1.475,-0.83,1.879
-0.07,-0.438,-1.514,-0.084,-1.186,-0.691,1.302,-0.891,-0.597,-0.877,2.033,1.22,2.332,2.716,2.793,3.603,0.956,7.303,6.408,0.315,2.479,-0.347,0.377,0.881,1.344,0.778,0.722,1.695,1.55,-0.855,0.055,1.354,1.423,-0.235,1.283,1.426,0.449
-0.788,0.198,-0.229,1.1,0.95,0.303,-0.584,0.748,1.803,0.437,1.424,0.31,2.227,1.644,2.751,0.53,0.264,3.568,0.04,0.173,0.587,1.072,-0.362,-2.263,-0.415,1.924,-1.654,-0.939,0.386,-0.814,0.533,-0.382,2.276,-0.41,0.693,0.854,0.976
0.465,1.387,-0.056,-0.219,0.366,1.806,-0.839,0.881,-2.111,-0.343,-1.962,-2.076,-1.029,-0.535,-1.528,1.331,-1.001,-2.701,0.124,-0.092,1.739,-0.573,-1.313,-2.173,1.161,1.895,-0.909,0.775,-0.481,-1.994,-0.652,0.356,1.633,0.191,0.414,1.116,0.239
-0.44,0.161,-0.576,-0.372,-0.134,0.121,0.096,-0.554,0.878,-0.065,-0.413,0.667,0.563,-1.212,1.361,0.098,-0.335,0.839,-0.178,0.159,-0.2,0.007,-0.995,0.317,1.036,-0.795,0.341,-3.045,0.674,1.033,-0.019,-0.208,0.019,-0.606,-0.207,-0.063,-1.176
-0.774,-1.698,1.74,0.615,-0.3,0.626,-0.658,-1.699,-0.933,-1.669,-0.58,-1.527,-1.009,-0.638,0.627,-1.398,-0.154,1.895,4.42,-0.141,-1.643,-0.37,-1.213,1.065,1.327,-0.695,-0.425,-0.324,1.159,-0.747,0.514,0.198,0.747,0.491,0.396,0.739,0.988
0.286,0.54,2.019,0.678,1.583,2.533,1.868,3.791,1.095,0.747,0.68,2.052,1.293,2.196,-1.971,5.054,0.54,8.149,4.406,0.448,1.337,0.449,1.512,0.661,1.885,0.592,-0.683,0.994,0.975,2.114,-0.34,0.753,0.821,1.383,0.189,2.339,2.255
2.275,1.878,1.789,1.986,0.884,2.182,1.186,2.297,0.771,2.159,0.333,0.745,1.38,0.842,1.564,4.585,1.216,3.646,6.904,0.557,1.787,0.918,1.203,-0.248,1.031,1.184,-0.071,-0.015,0.598,-0.164,0.337,1.037,1.365,1.183,0.133,1.114,1.279
-1.28,-1.603,-0.134,-1.577,-0.12,-1.817,-2.66,-3.47,-4.361,-1.612,-2.26,-0.642,-0.63,-1.98,-0.731,-0.91,-1.086,-4.324,-2.612,-0.388,-0.44,-0.477,1.526,0.31,0.569,1.175,1.935,1.181,0.442,-0.708,-0.899,-1.189,0.402,-0.187,-0.794,0.517,-1.662
1.054,1.045,1.604,2.544,1.432,1.738,2.857,1.759,1.298,1.584,2.8,3.172,2.879,3.104,5.865,8.497,1.487,8.791,5.44,0.313,2.722,1.943,1.442,-0.87,2.089,0.855,0.532,1.661,3.283,2.093,1.332,1.396,1.882,2.245,1.284,2.529,2.683
-1.277,-0.674,-0.482,-1.076,-1.269,-0.185,-0.28,-1.563,-2.07,-0.52,-1.972,-2.559,0.626,-0.62,-3.192,-2.281,-1.346,-5.246,-3.892,-0.403,-2.192,-2.237,-0.116,-2.16,-1.42,0.275,-1.062,-1.303,-2.293,-0.117,-1.592,-0.766,0.044,-1.419,1.274,-1.309,-0.935
0.144,1.328,-0.153,-0.265,0.692,-0.093,1.164,0.814,0.704,1.641,0.871,-0.96,1.188,0.385,-2.563,-2.742,0.732,-1.656,0.207,-0.149,0.134,0.161,0.998,-1.828,0.182,0.602,0.408,2.009,1.828,1.823,2.701,-0.444,0.47,1.362,0.474,0.956,0.646
2.3,1.061,1.947,3.212,2.175,2.605,3.27,3.507,1.361,2.704,2.669,3.024,4.835,3.814,4.877,0.627,0.153,6.409,5.763,0.367,1.255,0.499,-0.243,0.368,1.605,0.762,-0.581,3.201,-0.803,1.338,2.737,0.773,0.256,-0.142,0.039,0.096,0.485
