SurveyID,Unit,Week,OpenEnded
SS1200222,Sales & Marketing,5,"cow indeed; and of Mrs. Martin's saying as she was so fond of it,"
SS1200223,Sales & Marketing,5,"she was with them, he had been bid more for his wool than any body in"
SS1200224,Sales & Marketing,5,"""Oh! not handsome--not at all handsome. I thought him very plain at"
SS1200225,Sales & Marketing,5,"""Six years hence! Dear Miss Woodhouse, he would be thirty years old!"""
SS1200226,Sales & Marketing,5,even of Hartfield and Miss Woodhouse. I want to see you permanently
SS1200227,Sales & Marketing,5,"other advantage; and when he came to be contrasted with gentlemen,"
SS1200228,Sales & Marketing,5,"must yourself be struck with the difference in Mr. Martin. At Hartfield,"
SS1200229,Sales & Marketing,5,"Weston's time of life?"""
SS1200230,Sales & Marketing,5,a young man might be very safely recommended to take Mr. Elton as a
SS1200231,Sales & Marketing,5,She had already satisfied herself that he thought Harriet a beautiful
SS1200270,Sales & Marketing,6,"sort of thing, a sentiment distinct and independent. Mrs. Weston was the"
SS1200271,Sales & Marketing,6,it should be called _her_ cow; and of their having a very handsome
SS1200272,Sales & Marketing,6,the country. She believed every body spoke well of him. His mother and
SS1200273,Sales & Marketing,6,"first, but I do not think him so plain now. One does not, you know,"
SS1200274,Sales & Marketing,6,"""Well, and that is as early as most men can afford to marry, who are not"
SS1200275,Sales & Marketing,6,"well connected, and to that end it will be advisable to have as few odd"
SS1200276,Sales & Marketing,6,she thought he must lose all the ground he had gained in Harriet's
SS1200277,Sales & Marketing,6,"you have had very good specimens of well educated, well bred men. I"
SS1200278,Sales & Marketing,6,"""There is no saying, indeed,"" replied Harriet rather solemnly."
SS1200279,Sales & Marketing,6,"model. Mr. Elton is good-humoured, cheerful, obliging, and gentle."
SS1200280,Sales & Marketing,6,"girl, which she trusted, with such frequent meetings at Hartfield, was"
SS1200319,Sales & Marketing,7,object of a regard which had its basis in gratitude and esteem. Harriet
SS1200320,Sales & Marketing,7,"summer-house in their garden, where some day next year they were all to"
SS1200321,Sales & Marketing,7,sisters were very fond of him. Mrs. Martin had told her one day (and
SS1200322,Sales & Marketing,7,after a time. But did you never see him? He is in Highbury every now and
SS1200323,Sales & Marketing,7,"born to an independence. Mr. Martin, I imagine, has his fortune entirely"
SS1200324,Sales & Marketing,7,"acquaintance as may be; and, therefore, I say that if you should still"
SS1200325,Sales & Marketing,7,inclination. Harriet was not insensible of manner; she had voluntarily
SS1200326,Sales & Marketing,7,"should be surprized if, after seeing them, you could be in company"
SS1200327,Sales & Marketing,7,"""But there may be pretty good guessing. He will be a completely gross,"
SS1200328,Sales & Marketing,7,He seems to me to be grown particularly gentle of late. I do not know
SS1200329,Sales & Marketing,7,foundation enough on his side; and on Harriet's there could be little
SS1200368,Sales & Marketing,8,would be loved as one to whom she could be useful. For Mrs. Weston there
SS1200369,Sales & Marketing,8,"drink tea:--a very handsome summer-house, large enough to hold a dozen"
SS1200370,Sales & Marketing,8,"there was a blush as she said it,) that it was impossible for any body"
SS1200371,Sales & Marketing,8,"then, and he is sure to ride through every week in his way to Kingston."
SS1200372,Sales & Marketing,8,to make--cannot be at all beforehand with the world. Whatever money he
SS1200373,Sales & Marketing,8,"be in this country when Mr. Martin marries, I wish you may not be drawn"
SS1200374,Sales & Marketing,8,noticed her father's gentleness with admiration as well as wonder. Mr.
SS1200375,Sales & Marketing,8,with Mr. Martin again without perceiving him to be a very inferior
SS1200376,Sales & Marketing,8,"vulgar farmer, totally inattentive to appearances, and thinking of"
SS1200377,Sales & Marketing,8,"whether he has any design of ingratiating himself with either of us,"
SS1200378,Sales & Marketing,8,doubt that the idea of being preferred by him would have all the usual
SS1200416,Sales & Marketing,9,Harriet Smith's intimacy at Hartfield was soon a settled thing. Quick
SS1200417,Sales & Marketing,9,was nothing to be done; for Harriet every thing.
SS1200418,Sales & Marketing,9,"people."""
SS1200419,Sales & Marketing,9,"to be a better son, and therefore she was sure, whenever he married, he"
SS1200420,Sales & Marketing,9,"He has passed you very often."""
SS1200421,Sales & Marketing,9,"might come into when his father died, whatever his share of the family"
SS1200422,Sales & Marketing,9,"in by your intimacy with the sisters, to be acquainted with the wife,"
SS1200423,Sales & Marketing,9,Martin looked as if he did not know what manner was.
SS1200424,Sales & Marketing,9,creature--and rather wondering at yourself for having ever thought him
SS1200425,Sales & Marketing,9,"nothing but profit and loss."""
SS1200426,Sales & Marketing,9,"Harriet, by additional softness, but it strikes me that his manners are"
SS1200427,Sales & Marketing,9,"weight and efficacy. And he was really a very pleasing young man, a"
SS1200465,Sales & Marketing,10,"and decided in her ways, Emma lost no time in inviting, encouraging, and"
SS1200466,Sales & Marketing,10,Her first attempts at usefulness were in an endeavour to find out who
SS1200467,Sales & Marketing,10,"For some time she was amused, without thinking beyond the immediate"
SS1200468,Sales & Marketing,10,would make a good husband. Not that she _wanted_ him to marry. She was
SS1200469,Sales & Marketing,10,"""That may be, and I may have seen him fifty times, but without having"
SS1200470,Sales & Marketing,10,"property, it is, I dare say, all afloat, all employed in his stock, and"
SS1200471,Sales & Marketing,10,"who will probably be some mere farmer's daughter, without education."""
SS1200472,Sales & Marketing,10,"They remained but a few minutes together, as Miss Woodhouse must not be"
SS1200473,Sales & Marketing,10,at all agreeable before. Do not you begin to feel that now? Were not
SS1200474,Sales & Marketing,10,"""Will he, indeed? That will be very bad."""
SS1200475,Sales & Marketing,10,"softer than they used to be. If he means any thing, it must be to please"
SS1200476,Sales & Marketing,10,young man whom any woman not fastidious might like. He was reckoned very
SS1200514,Sales & Marketing,11,"telling her to come very often; and as their acquaintance increased, so"
SS1200515,Sales & Marketing,11,"were the parents, but Harriet could not tell. She was ready to tell"
SS1200516,Sales & Marketing,11,"cause; but as she came to understand the family better, other feelings"
SS1200517,Sales & Marketing,11,in no hurry at all.
SS1200518,Sales & Marketing,11,"any idea of his name. A young farmer, whether on horseback or on foot,"
SS1200519,Sales & Marketing,11,"so forth; and though, with diligence and good luck, he may be rich in"
SS1200520,Sales & Marketing,11,"""To be sure. Yes. Not that I think Mr. Martin would ever marry any body"
SS1200521,Sales & Marketing,11,"kept waiting; and Harriet then came running to her with a smiling face,"
SS1200522,Sales & Marketing,11,you struck? I am sure you must have been struck by his awkward look and
SS1200523,Sales & Marketing,11,"""How much his business engrosses him already is very plain from the"
SS1200524,Sales & Marketing,11,"you. Did not I tell you what he said of you the other day?"""
SS1200525,Sales & Marketing,11,"handsome; his person much admired in general, though not by her,"
SS1200563,Sales & Marketing,12,"did their satisfaction in each other. As a walking companion, Emma had"
SS1200564,Sales & Marketing,12,"every thing in her power, but on this subject questions were vain. Emma"
SS1200565,Sales & Marketing,12,"arose. She had taken up a wrong idea, fancying it was a mother and"
SS1200566,Sales & Marketing,12,"""Well done, Mrs. Martin!"" thought Emma. ""You know what you are about."""
SS1200567,Sales & Marketing,12,is the very last sort of person to raise my curiosity. The yeomanry are
SS1200568,Sales & Marketing,12,"time, it is next to impossible that he should have realised any thing"
SS1200569,Sales & Marketing,12,"but what had had some education--and been very well brought up. However,"
SS1200570,Sales & Marketing,12,"and in a flutter of spirits, which Miss Woodhouse hoped very soon to"
SS1200571,Sales & Marketing,12,"abrupt manner, and the uncouthness of a voice which I heard to be wholly"
SS1200572,Sales & Marketing,12,circumstance of his forgetting to inquire for the book you recommended.
SS1200573,Sales & Marketing,12,She then repeated some warm personal praise which she had drawn from Mr.
SS1200574,Sales & Marketing,12,there being a want of elegance of feature which she could not dispense
SS1200612,Sales & Marketing,13,very early foreseen how useful she might find her. In that respect
SS1200613,Sales & Marketing,13,was obliged to fancy what she liked--but she could never believe that in
SS1200614,Sales & Marketing,13,"daughter, a son and son's wife, who all lived together; but when it"
SS1200615,Sales & Marketing,13,"""And when she had come away, Mrs. Martin was so very kind as to send"
SS1200616,Sales & Marketing,13,precisely the order of people with whom I feel I can have nothing to do.
SS1200617,Sales & Marketing,13,"yet."""
SS1200618,Sales & Marketing,13,I do not mean to set up my opinion against yours--and I am sure I shall
SS1200619,Sales & Marketing,13,compose.
SS1200620,Sales & Marketing,13,"unmodulated as I stood here."""
SS1200621,Sales & Marketing,13,He was a great deal too full of the market to think of any thing
SS1200622,Sales & Marketing,13,"Elton, and now did full justice to; and Harriet blushed and smiled, and"
SS1200623,Sales & Marketing,13,with:--but the girl who could be gratified by a Robert Martin's riding
SS1200661,Sales & Marketing,14,Mrs. Weston's loss had been important. Her father never went beyond the
SS1200662,Sales & Marketing,14,the same situation _she_ should not have discovered the truth. Harriet
SS1200663,Sales & Marketing,14,"appeared that the Mr. Martin, who bore a part in the narrative, and was"
SS1200664,Sales & Marketing,14,Mrs. Goddard a beautiful goose--the finest goose Mrs. Goddard had ever
SS1200665,Sales & Marketing,14,"A degree or two lower, and a creditable appearance might interest me;"
SS1200666,Sales & Marketing,14,"""To be sure, so it is. But they live very comfortably. They have no"
SS1200667,Sales & Marketing,14,not wish for the acquaintance of his wife. I shall always have a great
SS1200668,Sales & Marketing,14,"""Only think of our happening to meet him!--How very odd! It was quite"
SS1200669,Sales & Marketing,14,"""Certainly, he is not like Mr. Knightley. He has not such a fine air and"
SS1200670,Sales & Marketing,14,"else--which is just as it should be, for a thriving man. What has he to"
SS1200671,Sales & Marketing,14,said she had always thought Mr. Elton very agreeable.
SS1200672,Sales & Marketing,14,about the country to get walnuts for her might very well be conquered by
SS1200710,Sales & Marketing,15,"shrubbery, where two divisions of the ground sufficed him for his long"
SS1200711,Sales & Marketing,15,had no penetration. She had been satisfied to hear and believe just what
SS1200712,Sales & Marketing,15,always mentioned with approbation for his great good-nature in doing
SS1200713,Sales & Marketing,15,"seen. Mrs. Goddard had dressed it on a Sunday, and asked all the three"
SS1200714,Sales & Marketing,15,I might hope to be useful to their families in some way or other. But
SS1200715,Sales & Marketing,15,"indoors man, else they do not want for any thing; and Mrs. Martin talks"
SS1200716,Sales & Marketing,15,"regard for the Miss Martins, especially Elizabeth, and should be very"
SS1200717,Sales & Marketing,15,"a chance, he said, that he had not gone round by Randalls. He did not"
SS1200718,Sales & Marketing,15,way of walking as Mr. Knightley. I see the difference plain enough. But
SS1200719,Sales & Marketing,15,"do with books? And I have no doubt that he _will_ thrive, and be a very"
SS1200720,Sales & Marketing,15,Mr. Elton was the very person fixed on by Emma for driving the young
SS1200721,Sales & Marketing,15,Mr. Elton's admiration.
SS1200759,Sales & Marketing,16,"walk, or his short, as the year varied; and since Mrs. Weston's marriage"
SS1200760,Sales & Marketing,16,Mrs. Goddard chose to tell her; and looked no farther.
SS1200761,Sales & Marketing,16,"something or other, was a single man; that there was no young Mrs."
SS1200762,Sales & Marketing,16,"teachers, Miss Nash, and Miss Prince, and Miss Richardson, to sup with"
SS1200763,Sales & Marketing,16,"a farmer can need none of my help, and is, therefore, in one sense, as"
SS1200764,Sales & Marketing,16,"of taking a boy another year."""
SS1200765,Sales & Marketing,16,"sorry to give them up, for they are quite as well educated as me. But"
SS1200766,Sales & Marketing,16,think we ever walked this road. He thought we walked towards Randalls
SS1200767,Sales & Marketing,16,"Mr. Knightley is so very fine a man!"""
SS1200768,Sales & Marketing,16,rich man in time--and his being illiterate and coarse need not disturb
SS1200769,Sales & Marketing,16,farmer out of Harriet's head. She thought it would be an excellent
SS1200808,Sales & Marketing,17,her exercise had been too much confined. She had ventured once alone to
SS1200809,Sales & Marketing,17,"Mrs. Goddard, and the teachers, and the girls and the affairs of"
SS1200810,Sales & Marketing,17,"Martin, no wife in the case; she did suspect danger to her poor little"
SS1200811,Sales & Marketing,17,"her."""
SS1200812,Sales & Marketing,17,"much above my notice as in every other he is below it."""
SS1200813,Sales & Marketing,17,"""I wish you may not get into a scrape, Harriet, whenever he does"
SS1200814,Sales & Marketing,17,"if he marries a very ignorant, vulgar woman, certainly I had better not"
SS1200815,Sales & Marketing,17,most days. He has not been able to get the Romance of the Forest yet.
SS1200816,Sales & Marketing,17,"""Mr. Knightley's air is so remarkably good that it is not fair to"
SS1200817,Sales & Marketing,17,"_us_."""
SS1200818,Sales & Marketing,17,"match; and only too palpably desirable, natural, and probable, for her"
SS1200857,Sales & Marketing,18,"Randalls, but it was not pleasant; and a Harriet Smith, therefore,"
SS1200858,Sales & Marketing,18,"the school in general, formed naturally a great part of the"
SS1200859,Sales & Marketing,18,"friend from all this hospitality and kindness, and that, if she were not"
SS1200860,Sales & Marketing,18,"""Mr. Martin, I suppose, is not a man of information beyond the line of"
SS1200861,Sales & Marketing,18,"""To be sure. Oh yes! It is not likely you should ever have observed him;"
SS1200862,Sales & Marketing,18,"marry;--I mean, as to being acquainted with his wife--for though his"
SS1200863,Sales & Marketing,18,"visit her, if I can help it."""
SS1200864,Sales & Marketing,18,"He was so busy the last time he was at Kingston that he quite forgot it,"
SS1200865,Sales & Marketing,18,compare Mr. Martin with _him_. You might not see one in a hundred with
SS1200866,Sales & Marketing,18,"""I wonder he did not remember the book""--was all Harriet's answer, and"
SS1200867,Sales & Marketing,18,to have much merit in planning it. She feared it was what every body
SS1200906,Sales & Marketing,19,"one whom she could summon at any time to a walk, would be a valuable"
SS1200907,Sales & Marketing,19,conversation--and but for her acquaintance with the Martins of
SS1200908,Sales & Marketing,19,"taken care of, she might be required to sink herself forever."
SS1200909,Sales & Marketing,19,"his own business? He does not read?"""
SS1200910,Sales & Marketing,19,"but he knows you very well indeed--I mean by sight."""
SS1200911,Sales & Marketing,19,"sisters, from a superior education, are not to be altogether objected"
SS1200912,Sales & Marketing,19,"Emma watched her through the fluctuations of this speech, and saw no"
SS1200913,Sales & Marketing,19,"but he goes again to-morrow. So very odd we should happen to meet! Well,"
SS1200914,Sales & Marketing,19,_gentleman_ so plainly written as in Mr. Knightley. But he is not the
SS1200915,Sales & Marketing,19,spoken with a degree of grave displeasure which Emma thought might be
SS1200916,Sales & Marketing,19,"else must think of and predict. It was not likely, however, that any"
SS1200955,Sales & Marketing,20,"addition to her privileges. But in every respect, as she saw more of"
SS1200956,Sales & Marketing,20,"Abbey-Mill Farm, it must have been the whole. But the Martins occupied"
SS1200957,Sales & Marketing,20,"With this inspiriting notion, her questions increased in number and"
SS1200958,Sales & Marketing,20,"""Oh yes!--that is, no--I do not know--but I believe he has read a"
SS1200959,Sales & Marketing,20,"""I have no doubt of his being a very respectable young man. I know,"
SS1200960,Sales & Marketing,20,"to, it does not follow that he might marry any body at all fit for you"
SS1200961,Sales & Marketing,20,"alarming symptoms of love. The young man had been the first admirer, but"
SS1200962,Sales & Marketing,20,"Miss Woodhouse, is he like what you expected? What do you think of him?"
SS1200963,Sales & Marketing,20,only gentleman you have been lately used to. What say you to Mr. Weston
SS1200964,Sales & Marketing,20,"safely left to itself. She, therefore, said no more for some time. Her"
SS1200965,Sales & Marketing,20,"body should have equalled her in the date of the plan, as it had"
SS1201004,Sales & Marketing,21,"her, she approved her, and was confirmed in all her kind designs."
SS1201005,Sales & Marketing,21,"her thoughts a good deal; she had spent two very happy months with them,"
SS1201006,Sales & Marketing,21,"meaning; and she particularly led Harriet to talk more of Mr. Martin,"
SS1201007,Sales & Marketing,21,good deal--but not what you would think any thing of. He reads the
SS1201008,Sales & Marketing,21,"indeed, that he is so, and, as such, wish him well. What do you imagine"
SS1201009,Sales & Marketing,21,to notice. The misfortune of your birth ought to make you particularly
SS1201010,Sales & Marketing,21,"she trusted there was no other hold, and that there would be no serious"
SS1201011,Sales & Marketing,21,"Do you think him so very plain?"""
SS1201012,Sales & Marketing,21,and Mr. Elton? Compare Mr. Martin with either of _them_. Compare their
SS1201013,Sales & Marketing,21,"next beginning was,"
SS1201014,Sales & Marketing,21,entered her brain during the very first evening of Harriet's coming to
SS1201053,Sales & Marketing,22,"Harriet certainly was not clever, but she had a sweet, docile, grateful"
SS1201054,Sales & Marketing,22,"and now loved to talk of the pleasures of her visit, and describe"
SS1201055,Sales & Marketing,22,and there was evidently no dislike to it. Harriet was very ready to
SS1201056,Sales & Marketing,22,"Agricultural Reports, and some other books that lay in one of the window"
SS1201057,Sales & Marketing,22,"his age to be?"""
SS1201058,Sales & Marketing,22,careful as to your associates. There can be no doubt of your being a
SS1201059,Sales & Marketing,22,"difficulty, on Harriet's side, to oppose any friendly arrangement of her"
SS1201060,Sales & Marketing,22,"""He is very plain, undoubtedly--remarkably plain:--but that is nothing"
SS1201061,Sales & Marketing,22,manner of carrying themselves; of walking; of speaking; of being silent.
SS1201062,Sales & Marketing,22,"""In one respect, perhaps, Mr. Elton's manners are superior to Mr."
SS1201063,Sales & Marketing,22,"Hartfield. The longer she considered it, the greater was her sense"
SS1201102,Sales & Marketing,23,"disposition, was totally free from conceit, and only desiring to be"
SS1201103,Sales & Marketing,23,the many comforts and wonders of the place. Emma encouraged her
SS1201104,Sales & Marketing,23,speak of the share he had had in their moonlight walks and merry evening
SS1201105,Sales & Marketing,23,"seats--but he reads all _them_ to himself. But sometimes of an evening,"
SS1201106,Sales & Marketing,23,"""He was four-and-twenty the 8th of last June, and my birthday is the"
SS1201107,Sales & Marketing,23,"gentleman's daughter, and you must support your claim to that station by"
SS1201108,Sales & Marketing,23,own.
SS1201109,Sales & Marketing,23,compared with his entire want of gentility. I had no right to expect
SS1201110,Sales & Marketing,23,"You must see the difference."""
SS1201111,Sales & Marketing,23,Knightley's or Mr. Weston's. They have more gentleness. They might be
SS1201112,Sales & Marketing,23,"of its expediency. Mr. Elton's situation was most suitable, quite the"
SS1201151,Sales & Marketing,24,guided by any one she looked up to. Her early attachment to herself
SS1201152,Sales & Marketing,24,"talkativeness--amused by such a picture of another set of beings,"
SS1201153,Sales & Marketing,24,games; and dwelt a good deal upon his being so very good-humoured and
SS1201154,Sales & Marketing,24,"before we went to cards, he would read something aloud out of the"
SS1201155,Sales & Marketing,24,"23rd just a fortnight and a day's difference--which is very odd."""
SS1201156,Sales & Marketing,24,"every thing within your own power, or there will be plenty of people who"
SS1201157,Sales & Marketing,24,"They met Mr. Martin the very next day, as they were walking on the"
SS1201158,Sales & Marketing,24,"much, and I did not expect much; but I had no idea that he could be so"
SS1201159,Sales & Marketing,24,"""Oh yes!--there is a great difference. But Mr. Weston is almost an old"
SS1201160,Sales & Marketing,24,"more safely held up as a pattern. There is an openness, a quickness,"
SS1201161,Sales & Marketing,24,"gentleman himself, and without low connexions; at the same time, not of"
SS1201200,Sales & Marketing,25,"was very amiable; and her inclination for good company, and power of"
SS1201201,Sales & Marketing,25,and enjoying the youthful simplicity which could speak with so much
SS1201202,Sales & Marketing,25,obliging. He had gone three miles round one day in order to bring her
SS1201203,Sales & Marketing,25,"Elegant Extracts, very entertaining. And I know he has read the Vicar of"
SS1201204,Sales & Marketing,25,"""Only four-and-twenty. That is too young to settle. His mother is"
SS1201205,Sales & Marketing,25,"would take pleasure in degrading you."""
SS1201206,Sales & Marketing,25,"Donwell road. He was on foot, and after looking very respectfully at"
SS1201207,Sales & Marketing,25,"very clownish, so totally without air. I had imagined him, I confess, a"
SS1201208,Sales & Marketing,25,"man. Mr. Weston must be between forty and fifty."""
SS1201209,Sales & Marketing,25,"almost a bluntness in Mr. Weston, which every body likes in _him_,"
SS1201210,Sales & Marketing,25,any family that could fairly object to the doubtful birth of Harriet.
SS1201249,Sales & Marketing,26,"appreciating what was elegant and clever, shewed that there was no"
SS1201250,Sales & Marketing,26,"exultation of Mrs. Martin's having ""_two_ parlours, two very good"
SS1201251,Sales & Marketing,26,"some walnuts, because she had said how fond she was of them, and in"
SS1201252,Sales & Marketing,26,"Wakefield. He never read the Romance of the Forest, nor The Children of"
SS1201253,Sales & Marketing,26,perfectly right not to be in a hurry. They seem very comfortable as they
SS1201254,Sales & Marketing,26,"""Yes, to be sure, I suppose there are. But while I visit at Hartfield,"
SS1201255,Sales & Marketing,26,"her, looked with most unfeigned satisfaction at her companion. Emma was"
SS1201256,Sales & Marketing,26,"degree or two nearer gentility."""
SS1201257,Sales & Marketing,26,"""Which makes his good manners the more valuable. The older a person"
SS1201258,Sales & Marketing,26,because there is so much good-humour with it--but that would not do to
SS1201259,Sales & Marketing,26,"He had a comfortable home for her, and Emma imagined a very sufficient"
SS1200001,Technology & Manufacturing,1,"Emma Woodhouse, handsome, clever, and rich, with a comfortable home"
SS1200002,Technology & Manufacturing,1,loss which first brought grief. It was on the wedding-day of this
SS1200003,Technology & Manufacturing,1,only half a mile from them; but Emma was aware that great must be the
SS1200004,Technology & Manufacturing,1,necessary to be cheerful. His spirits required support. He was a nervous
SS1200005,Technology & Manufacturing,1,"visit very soon."""
SS1200006,Technology & Manufacturing,1,"Emma spared no exertions to maintain this happier flow of ideas, and"
SS1200007,Technology & Manufacturing,1,"breakfast. I wanted them to put off the wedding."""
SS1200008,Technology & Manufacturing,1,reflection on any body. Miss Taylor has been used to have two persons
SS1200009,Technology & Manufacturing,1,"Mr. Knightley shook his head at her. Her father fondly replied, ""Ah!"
SS1200010,Technology & Manufacturing,1,"if, which I rather imagine, your making the match, as you call it, means"
SS1200011,Technology & Manufacturing,1,"Highbury who deserves him--and he has been here a whole year, and has"
SS1200051,Technology & Manufacturing,2,"and happy disposition, seemed to unite some of the best blessings of"
SS1200052,Technology & Manufacturing,2,beloved friend that Emma first sat in mournful thought of any
SS1200053,Technology & Manufacturing,2,"difference between a Mrs. Weston, only half a mile from them, and a Miss"
SS1200054,Technology & Manufacturing,2,"man, easily depressed; fond of every body that he was used to, and"
SS1200055,Technology & Manufacturing,2,"""My dear, how am I to get so far? Randalls is such a distance. I could"
SS1200056,Technology & Manufacturing,2,"hoped, by the help of backgammon, to get her father tolerably"
SS1200057,Technology & Manufacturing,2,"""By the bye--I have not wished you joy. Being pretty well aware of what"
SS1200058,Technology & Manufacturing,2,to please; she will now have but one. The chances are that she must be a
SS1200059,Technology & Manufacturing,2,"my dear, I wish you would not make matches and foretell things, for"
SS1200060,Technology & Manufacturing,2,"only your planning it, your saying to yourself one idle day, 'I think it"
SS1200061,Technology & Manufacturing,2,"fitted up his house so comfortably, that it would be a shame to have him"
SS1200100,Technology & Manufacturing,3,existence; and had lived nearly twenty-one years in the world with very
SS1200101,Technology & Manufacturing,3,"continuance. The wedding over, and the bride-people gone, her father and"
SS1200102,Technology & Manufacturing,3,"Taylor in the house; and with all her advantages, natural and domestic,"
SS1200103,Technology & Manufacturing,3,"hating to part with them; hating change of every kind. Matrimony, as the"
SS1200104,Technology & Manufacturing,3,"not walk half so far."""
SS1200105,Technology & Manufacturing,3,"through the evening, and be attacked by no regrets but her own. The"
SS1200106,Technology & Manufacturing,3,"sort of joy you must both be feeling, I have been in no hurry with my"
SS1200107,Technology & Manufacturing,3,"gainer."""
SS1200108,Technology & Manufacturing,3,whatever you say always comes to pass. Pray do not make any more
SS1200109,Technology & Manufacturing,3,would be a very good thing for Miss Taylor if Mr. Weston were to marry
SS1200110,Technology & Manufacturing,3,"single any longer--and I thought when he was joining their hands to-day,"
SS1200149,Technology & Manufacturing,4,little to distress or vex her.
SS1200150,Technology & Manufacturing,4,"herself were left to dine together, with no prospect of a third to cheer"
SS1200151,Technology & Manufacturing,4,she was now in great danger of suffering from intellectual solitude. She
SS1200152,Technology & Manufacturing,4,"origin of change, was always disagreeable; and he was by no means yet"
SS1200153,Technology & Manufacturing,4,"""No, papa, nobody thought of your walking. We must go in the carriage,"
SS1200154,Technology & Manufacturing,4,backgammon-table was placed; but a visitor immediately afterwards walked
SS1200155,Technology & Manufacturing,4,congratulations; but I hope it all went off tolerably well. How did you
SS1200156,Technology & Manufacturing,4,"""Well,"" said Emma, willing to let it pass--""you want to hear about"
SS1200157,Technology & Manufacturing,4,"matches."""
SS1200158,Technology & Manufacturing,4,"her,' and saying it again to yourself every now and then afterwards, why"
SS1200159,Technology & Manufacturing,4,he looked so very much as if he would like to have the same kind office
SS1200198,Technology & Manufacturing,5,"She was the youngest of the two daughters of a most affectionate,"
SS1200199,Technology & Manufacturing,5,"a long evening. Her father composed himself to sleep after dinner, as"
SS1200200,Technology & Manufacturing,5,"dearly loved her father, but he was no companion for her. He could not"
SS1200201,Technology & Manufacturing,5,"reconciled to his own daughter's marrying, nor could ever speak of her"
SS1200202,Technology & Manufacturing,5,"to be sure."""
SS1200203,Technology & Manufacturing,5,in and made it unnecessary.
SS1200204,Technology & Manufacturing,5,"all behave? Who cried most?"""
SS1200205,Technology & Manufacturing,5,"the wedding; and I shall be happy to tell you, for we all behaved"
SS1200206,Technology & Manufacturing,5,"""I promise you to make none for myself, papa; but I must, indeed, for"
SS1200207,Technology & Manufacturing,5,do you talk of success? Where is your merit? What are you proud of? You
SS1200208,Technology & Manufacturing,5,"done for him! I think very well of Mr. Elton, and this is the only way I"
SS1200247,Technology & Manufacturing,6,"indulgent father; and had, in consequence of her sister's marriage, been"
SS1200248,Technology & Manufacturing,6,"usual, and she had then only to sit and think of what she had lost."
SS1200249,Technology & Manufacturing,6,"meet her in conversation, rational or playful."
SS1200250,Technology & Manufacturing,6,"but with compassion, though it had been entirely a match of affection,"
SS1200251,Technology & Manufacturing,6,"""The carriage! But James will not like to put the horses to for such a"
SS1200252,Technology & Manufacturing,6,"Mr. Knightley, a sensible man about seven or eight-and-thirty, was not"
SS1200253,Technology & Manufacturing,6,"""Ah! poor Miss Taylor! 'Tis a sad business."""
SS1200254,Technology & Manufacturing,6,"charmingly. Every body was punctual, every body in their best looks: not"
SS1200255,Technology & Manufacturing,6,other people. It is the greatest amusement in the world! And after such
SS1200256,Technology & Manufacturing,6,"made a lucky guess; and _that_ is all that can be said."""
SS1200257,Technology & Manufacturing,6,"have of doing him a service."""
SS1200296,Technology & Manufacturing,7,mistress of his house from a very early period. Her mother had died
SS1200297,Technology & Manufacturing,7,The event had every promise of happiness for her friend. Mr. Weston
SS1200298,Technology & Manufacturing,7,The evil of the actual disparity in their ages (and Mr. Woodhouse had
SS1200299,Technology & Manufacturing,7,when he was now obliged to part with Miss Taylor too; and from his
SS1200300,Technology & Manufacturing,7,little way;--and where are the poor horses to be while we are paying our
SS1200301,Technology & Manufacturing,7,"only a very old and intimate friend of the family, but particularly"
SS1200302,Technology & Manufacturing,7,"""Poor Mr. and Miss Woodhouse, if you please; but I cannot possibly say"
SS1200303,Technology & Manufacturing,7,"a tear, and hardly a long face to be seen. Oh no; we all felt that we"
SS1200304,Technology & Manufacturing,7,"success, you know!--Every body said that Mr. Weston would never marry"
SS1200305,Technology & Manufacturing,7,"""And have you never known the pleasure and triumph of a lucky guess?--I"
SS1200306,Technology & Manufacturing,7,"""Mr. Elton is a very pretty young man, to be sure, and a very good young"
SS1200345,Technology & Manufacturing,8,too long ago for her to have more than an indistinct remembrance of
SS1200346,Technology & Manufacturing,8,"was a man of unexceptionable character, easy fortune, suitable age, and"
SS1200347,Technology & Manufacturing,8,not married early) was much increased by his constitution and habits;
SS1200348,Technology & Manufacturing,8,"habits of gentle selfishness, and of being never able to suppose that"
SS1200349,Technology & Manufacturing,8,"visit?"""
SS1200350,Technology & Manufacturing,8,"connected with it, as the elder brother of Isabella's husband. He lived"
SS1200351,Technology & Manufacturing,8,'poor Miss Taylor.' I have a great regard for you and Emma; but when it
SS1200352,Technology & Manufacturing,8,"were going to be only half a mile apart, and were sure of meeting every"
SS1200353,Technology & Manufacturing,8,"again. Oh dear, no! Mr. Weston, who had been a widower so long, and who"
SS1200354,Technology & Manufacturing,8,"pity you.--I thought you cleverer--for, depend upon it a lucky guess is"
SS1200355,Technology & Manufacturing,8,"man, and I have a great regard for him. But if you want to shew him any"
SS1200394,Technology & Manufacturing,9,her caresses; and her place had been supplied by an excellent woman as
SS1200395,Technology & Manufacturing,9,pleasant manners; and there was some satisfaction in considering
SS1200396,Technology & Manufacturing,9,"for having been a valetudinarian all his life, without activity of"
SS1200397,Technology & Manufacturing,9,"other people could feel differently from himself, he was very much"
SS1200398,Technology & Manufacturing,9,"""They are to be put into Mr. Weston's stable, papa. You know we have"
